    13933,    13933,  0.00000000000000    , -5000.00000000000
    13933,     3933, -0.00000000000000    ,  5000.00000000000
    18034,    18034,  0.00000000000000    , -5000.00000000000
    18034,     8034, -0.00000000000000    ,  5000.00000000000
     8034,     8034,  0.00000000000000    , -6999.99987792969
     8034,    18034, -0.00000000000000    ,  5000.00000000000
     8034,     8004, -0.00000000000000    ,  1999.99987792969
    18033,    18033,  0.00000000000000    , -5000.00000000000
    18033,     8033, -0.00000000000000    ,  5000.00000000000
     8033,     8033,  0.00000000000000    , -6999.99987792969
     8033,    18033, -0.00000000000000    ,  5000.00000000000
     8033,     8003, -0.00000000000000    ,  1999.99987792969
    18005,    18005,  0.00000000000000    , -5000.00000000000
    18005,     8005, -0.00000000000000    ,  5000.00000000000
    18004,    18004,  0.00000000000000    , -5000.00000000000
    18004,     8004, -0.00000000000000    ,  5000.00000000000
    18003,    18003,  0.00000000000000    , -5000.00000000000
    18003,     8003, -0.00000000000000    ,  5000.00000000000
    18002,    18002,  0.00000000000000    , -5000.00000000000
    18002,     8002, -0.00000000000000    ,  5000.00000000000
    18001,    18001,  0.00000000000000    , -5000.00000000000
    18001,     8001, -0.00000000000000    ,  5000.00000000000
    17032,    17032,  0.00000000000000    , -5000.00000000000
    17032,     7032, -0.00000000000000    ,  5000.00000000000
     7032,     7032,  0.00000000000000    , -6999.99987792969
     7032,    17032, -0.00000000000000    ,  5000.00000000000
     7032,     7002, -0.00000000000000    ,  1999.99987792969
    17031,    17031,  0.00000000000000    , -5000.00000000000
    17031,     7031, -0.00000000000000    ,  5000.00000000000
     7031,     7031,  0.00000000000000    , -6999.99987792969
     7031,    17031, -0.00000000000000    ,  5000.00000000000
     7031,     7001, -0.00000000000000    ,  1999.99987792969
    17002,    17002,  0.00000000000000    , -5000.00000000000
    17002,     7002, -0.00000000000000    ,  5000.00000000000
    17001,    17001,  0.00000000000000    , -5000.00000000000
    17001,     7001, -0.00000000000000    ,  5000.00000000000
    16533,    16533,  0.00000000000000    , -5000.00000000000
    16533,     6533, -0.00000000000000    ,  5000.00000000000
     6533,     6533,  0.00000000000000    , -6999.99987792969
     6533,    16533, -0.00000000000000    ,  5000.00000000000
     6533,     6503, -0.00000000000000    ,  1999.99987792969
    16510,    16510,  0.00000000000000    , -5000.00000000000
    16510,     6510, -0.00000000000000    ,  5000.00000000000
    16509,    16509,  0.00000000000000    , -5000.00000000000
    16509,     6509, -0.00000000000000    ,  5000.00000000000
     6509,     6509,  1324.57565307617    , -6790.99523915350
     6509,    16509, -0.00000000000000    ,  5000.00000000000
     6509,     6502, -907.235168457031    ,  1202.08666992188
     6509,     6501, -417.340484619141    ,  589.493469238281
    16508,    16508,  0.00000000000000    , -5000.00000000000
    16508,     6508, -0.00000000000000    ,  5000.00000000000
